city,start_date,end_date,total_price,daily_price,vehicle_class,company_name
Los Angeles,2023-12-04,2023-12-21,1099.00,64.65,Motorhome C19,Cruise
Los Angeles,2023-12-04,2023-12-21,1099.00,64.65,Motorhome Standard C25,Cruise
Los Angeles,2023-12-04,2023-12-21,1128.00,66.35,Motorhome C19,Cruise
Los Angeles,2023-12-04,2023-12-21,1128.00,66.35,Motorhome Standard C25,Cruise
Los Angeles,2023-12-04,2023-12-21,1185.00,69.71,Motorhome Compact Plus C21,Cruise
Los Angeles,2023-12-04,2023-12-21,1185.00,69.71,Motorhome Large C30,Cruise
Los Angeles,2023-12-04,2023-12-21,1214.00,71.41,Motorhome Compact Plus C21,Cruise
Los Angeles,2023-12-04,2023-12-21,1214.00,71.41,Motorhome Large C30,Cruise
Los Angeles,2023-12-04,2023-12-21,1229.00,72.29,C LAGE 27-29,Mighty
Los Angeles,2023-12-04,2023-12-21,1287.00,75.71,C MEDIUM 24-26,Mighty
Los Angeles,2023-12-04,2023-12-21,1344.00,79.06,C SMALL 21-23,El Monte
Los Angeles,2023-12-04,2023-12-21,1402.00,82.47,C MEDIUM 24-26,El Monte
Los Angeles,2023-12-04,2023-12-21,1479.00,87.00,Motorhome C19,Cruise
Los Angeles,2023-12-04,2023-12-21,1479.00,87.00,Motorhome Standard C25,Cruise
Los Angeles,2023-12-04,2023-12-21,1518.00,89.29,C LAGE 27-29,El Monte
Los Angeles,2023-12-04,2023-12-21,1568.00,92.24,Motorhome Compact Plus C21,Cruise
Los Angeles,2023-12-04,2023-12-21,1568.00,92.24,Motorhome Large C30,Cruise
Los Angeles,2023-12-04,2023-12-21,1576.00,92.71,C LAGE 27-29,Mighty
Los Angeles,2023-12-04,2023-12-21,1633.00,96.06,C MEDIUM 24-26,Mighty
Los Angeles,2023-12-04,2023-12-21,1691.00,99.47,C SMALL 21-23,El Monte
Los Angeles,2023-12-04,2023-12-21,1749.00,102.88,C MEDIUM 24-26,El Monte
Los Angeles,2023-12-04,2023-12-21,1853.00,109.00,Motorhome C25,Road Bear
Los Angeles,2023-12-04,2023-12-21,1865.00,109.71,C LAGE 27-29,El Monte
Los Angeles,2023-12-04,2023-12-21,1887.00,111.00,Campervan B21,Road Bear
Los Angeles,2023-12-04,2023-12-21,2058.00,121.06,Motorhome C19,Cruise
Los Angeles,2023-12-04,2023-12-21,2058.00,121.06,Motorhome Standard C25,Cruise
Los Angeles,2023-12-04,2023-12-21,2091.00,123.00,Motorhome C28,Road Bear
